# Theta[deg]   da/a_dipole[ppm]  e(da/a_dipole)[ppm]
137.925 -7.57115 1.8537
138.001 -7.58022 1.86656
138.003 -7.5804 1.89339
138.006 -7.5808 1.89341
138.033 -7.58401 1.89359
138.043 -7.58522 1.89366
138.097 -7.59163 1.89401
138.114 -7.59363 1.89412
138.145 -7.5973 1.83128
138.156 -7.59859 1.85789
138.175 -7.60087 1.85027
138.195 -7.60322 1.89465
138.196 -7.60337 1.86802
138.218 -7.60601 1.8948
138.242 -7.60884 1.88343
138.258 -7.61077 1.81414
138.278 -7.61313 1.79854
138.326 -7.61873 1.89551
138.327 -7.61886 1.82403
138.356 -7.6223 1.89571
138.373 -7.62439 1.88435
138.426 -7.63062 1.85232
138.489 -7.63809 1.8966
138.526 -7.64242 1.89684
138.643 -7.65621 1.82943
138.647 -7.65665 1.8026
138.686 -7.66122 1.89791
138.729 -7.66629 1.8982
138.77 -7.6711 1.79306
138.913 -7.68782 1.88815
138.914 -7.68803 1.89944
138.964 -7.69382 1.89978
138.99 -7.69686 1.87401
139.02 -7.70035 1.87356
139.051 -7.70397 1.88913
139.16 -7.71667 1.79782
139.175 -7.71839 1.9012
139.192 -7.72043 1.87556
139.193 -7.72054 1.81302
139.22 -7.72363 1.7946
139.221 -7.72377 1.87719
139.23 -7.72488 1.90158
139.348 -7.73849 1.84216
139.429 -7.74791 1.80206
139.447 -7.74996 1.86077
139.466 -7.75218 1.90318
139.528 -7.75933 1.90361
139.554 -7.76242 1.81874
139.617 -7.76966 1.79992
139.617 -7.76966 1.8932
139.62 -7.76996 1.82776
139.652 -7.7737 1.84494
139.705 -7.77985 1.86293
139.762 -7.78634 1.89425
139.787 -7.78925 1.90539
139.817 -7.79271 1.80773
139.855 -7.79704 1.90586
139.869 -7.7987 1.85023
139.962 -7.80925 1.89049
139.964 -7.80949 1.83123
140.015 -7.81535 1.88192
140.13 -7.82855 1.8935
140.133 -7.8289 1.81908
140.138 -7.82944 1.90782
140.166 -7.83256 1.85522
140.212 -7.83784 1.90834
140.224 -7.83923 1.88356
140.354 -7.854 1.89857
140.505 -7.87114 1.89968
140.508 -7.87146 1.82326
140.518 -7.87259 1.91048
140.597 -7.88155 1.91104
140.726 -7.89613 1.81697
140.737 -7.89737 1.9043
140.756 -7.89944 1.87183
140.871 -7.91247 1.90668
140.885 -7.91398 1.85634
140.925 -7.9185 1.91335
140.974 -7.92401 1.84106
141.01 -7.928 1.91395
141.022 -7.92933 1.8741
141.074 -7.93519 1.89027
141.119 -7.94026 1.82179
141.122 -7.9405 1.90426
141.197 -7.94888 1.85925
141.206 -7.9499 1.82119
141.279 -7.95802 1.90543
141.29 -7.95927 1.89198
141.304 -7.96079 1.87428
141.322 -7.96288 1.84649
141.336 -7.96435 1.91487
141.353 -7.96627 1.84536
141.359 -7.96698 1.91644
141.359 -7.96699 1.83015
141.433 -7.97518 1.91659
141.449 -7.97697 1.91709
141.576 -7.99102 1.8788
141.603 -7.99396 1.82648
141.703 -8.0051 1.84895
141.741 -8.00929 1.83567
141.747 -8.00989 1.92209
141.806 -8.0164 1.92313
141.819 -8.01783 1.91975
141.914 -8.02826 1.92043
141.918 -8.02876 1.91025
141.964 -8.03379 1.92589
141.984 -8.03597 1.92624
142.016 -8.03951 1.84013
142.081 -8.0466 1.91148
142.1 -8.04866 1.8834
142.166 -8.05585 1.89901
142.303 -8.07082 1.92325
142.373 -8.07842 1.88577
142.388 -8.08003 1.90081
142.396 -8.08094 1.84438
142.403 -8.08165 1.92398
142.458 -8.08765 1.87108
142.613 -8.10446 1.89591
142.684 -8.11207 1.86758
142.697 -8.11355 1.84109
142.743 -8.11843 1.91653
142.777 -8.1221 1.87409
142.81 -8.12572 1.92696
142.859 -8.13092 1.89993
142.911 -8.1365 1.91781
142.915 -8.13691 1.92772
143.002 -8.14624 1.93457
143.003 -8.14645 1.93459
143.016 -8.14776 1.87267
143.018 -8.14806 1.93469
143.024 -8.14866 1.93473
143.054 -8.15188 1.93495
143.064 -8.15289 1.93502
143.093 -8.15603 1.84592
143.109 -8.1577 1.93534
143.119 -8.1588 1.86347
143.122 -8.1591 1.93543
143.181 -8.16548 1.93586
143.186 -8.16594 1.84751
143.198 -8.16727 1.93598
143.254 -8.1732 1.85738
143.273 -8.1752 1.93651
143.288 -8.17682 1.90812
143.293 -8.17737 1.93666
143.34 -8.18231 1.93085
143.382 -8.18681 1.9373
143.406 -8.18936 1.93747
143.448 -8.19381 1.93165
143.476 -8.19678 1.86714
143.478 -8.19699 1.89541
143.509 -8.20026 1.93821
143.516 -8.20101 1.90999
143.536 -8.20317 1.93841
143.58 -8.20784 1.85272
143.592 -8.20911 1.92306
143.627 -8.21282 1.8627
143.653 -8.2155 1.93925
143.684 -8.21876 1.93947
143.757 -8.22649 1.89786
143.765 -8.22734 1.9244
143.782 -8.22907 1.91492
143.814 -8.23246 1.94041
143.848 -8.23605 1.94066
143.889 -8.24034 1.93492
143.925 -8.24408 1.86149
143.991 -8.25107 1.9417
143.997 -8.25165 1.91838
144.001 -8.2521 1.93575
144.029 -8.25498 1.94197
144.065 -8.25877 1.88628
144.185 -8.27124 1.9431
144.225 -8.27546 1.94339
144.306 -8.28391 1.8923
144.309 -8.28418 1.86578
144.39 -8.29263 1.88937
144.393 -8.2929 1.94461
144.436 -8.2974 1.94492
144.438 -8.29758 1.91756
144.457 -8.29956 1.93915
144.466 -8.30042 1.92984
144.573 -8.31153 1.94001
144.616 -8.31594 1.94623
144.619 -8.31627 1.89701
144.643 -8.31873 1.93122
144.662 -8.32071 1.94657
144.671 -8.32167 1.91948
144.679 -8.32241 1.86516
144.792 -8.33409 1.9311
144.853 -8.34027 1.94796
144.887 -8.34379 1.9078
144.902 -8.34529 1.94832
144.916 -8.34674 1.88193
144.974 -8.35271 1.93398
145.043 -8.35972 1.94353
145.076 -8.36307 1.86994
145.101 -8.36566 1.88347
145.102 -8.36579 1.94978
145.152 -8.37082 1.87329
145.154 -8.37103 1.95016
145.162 -8.37185 1.94442
145.172 -8.37291 1.91031
145.279 -8.3837 1.88565
145.36 -8.39197 1.93683
145.364 -8.39239 1.9517
145.418 -8.39783 1.9521
145.464 -8.40243 1.88852
145.541 -8.41027 1.93825
145.543 -8.41038 1.87836
145.615 -8.41762 1.92726
145.629 -8.41909 1.94431
145.638 -8.41995 1.95371
145.644 -8.42057 1.94805
145.694 -8.42556 1.95412
145.704 -8.42661 1.90182
145.766 -8.43279 1.94897
145.774 -8.43365 1.94658
145.826 -8.43881 1.91498
145.853 -8.4415 1.92923
145.855 -8.44171 1.88295
145.921 -8.44835 1.95579
145.979 -8.45412 1.95622
146.036 -8.45972 1.90495
146.116 -8.46769 1.91925
146.214 -8.47748 1.95795
146.243 -8.48033 1.88724
146.258 -8.48183 1.95268
146.274 -8.48335 1.94399
146.274 -8.48338 1.95839
146.277 -8.48368 1.95441
146.325 -8.48843 1.92047
146.383 -8.49411 1.95362
146.383 -8.49413 1.95605
146.459 -8.50158 1.94544
146.516 -8.5072 1.96017
146.577 -8.51321 1.96062
146.616 -8.51704 1.92304
146.665 -8.52182 1.88893
146.724 -8.5276 1.96131
146.741 -8.52928 1.90058
146.789 -8.53389 1.9623
146.815 -8.53643 1.93719
146.825 -8.5374 1.96245
146.885 -8.54325 1.95741
146.887 -8.54348 1.96291
146.888 -8.54354 1.90812
146.961 -8.55066 1.96494
146.983 -8.55276 1.96527
147.011 -8.55553 1.95837
147.057 -8.55999 1.9392
147.063 -8.5605 1.89363
147.095 -8.56366 1.89824
147.11 -8.56507 1.90431
147.139 -8.56793 1.96477
147.203 -8.57407 1.96524
147.204 -8.57419 1.9513
147.224 -8.57608 1.93537
147.237 -8.5773 1.91286
147.373 -8.59044 1.91757
147.392 -8.59226 1.95277
147.459 -8.59868 1.96713
147.48 -8.60071 1.90311
147.487 -8.60137 1.93916
147.521 -8.60456 1.96222
147.524 -8.60484 1.96761
147.649 -8.61679 1.96319
147.71 -8.62266 1.92074
147.782 -8.62951 1.96952
147.791 -8.63029 1.93335
147.804 -8.63158 1.90431
147.847 -8.63567 1.97
148.036 -8.65348 1.94728
148.087 -8.65827 1.93594
148.108 -8.66028 1.97192
148.149 -8.66409 1.95871
148.164 -8.66551 1.96708
148.173 -8.66642 1.97241
148.196 -8.66854 1.90855
148.283 -8.67664 1.94931
148.293 -8.67763 1.96806
148.339 -8.68193 1.9602
148.435 -8.69087 1.97434
148.481 -8.69515 1.95328
148.5 -8.69695 1.97482
148.594 -8.70563 1.91925
148.599 -8.70608 1.93109
148.651 -8.71094 1.91217
148.714 -8.71674 1.95655
148.761 -8.72114 1.97674
148.812 -8.72582 1.97197
148.826 -8.72715 1.97722
148.93 -8.73669 1.93546
148.942 -8.73779 1.97295
148.967 -8.74009 1.92297
149.006 -8.74364 1.92212
149.047 -8.74745 1.91673
149.07 -8.74956 1.93341
149.086 -8.75097 1.97914
149.104 -8.75267 1.96619
149.15 -8.75687 1.97961
149.276 -8.76829 1.95746
149.281 -8.76876 1.94634
149.297 -8.7702 1.96769
149.383 -8.77803 1.92674
149.407 -8.78023 1.9815
149.413 -8.78076 1.93658
149.463 -8.78525 1.97687
149.471 -8.786 1.98197
149.526 -8.79093 1.9595
149.576 -8.79551 1.96852
149.582 -8.796 1.94894
149.593 -8.79701 1.97785
149.724 -8.80878 1.98383
149.769 -8.81285 1.92535
149.774 -8.8133 1.97124
149.787 -8.8144 1.98429
150.034 -8.83652 1.9861
150.069 -8.83955 1.97369
150.096 -8.84196 1.98655
150.113 -8.84354 1.98175
150.164 -8.84801 1.92951
150.216 -8.85259 1.95215
150.243 -8.85504 1.98272
150.262 -8.85669 1.97519
150.337 -8.86332 1.98832
150.397 -8.86856 1.98875
150.471 -8.87505 1.93777
150.49 -8.87673 1.98096
150.526 -8.87991 1.95611
150.531 -8.88035 1.96767
150.629 -8.88895 1.93463
150.631 -8.88906 1.99046
150.649 -8.89064 1.9831
150.688 -8.89408 1.99088
150.761 -8.90044 1.98659
150.784 -8.90239 1.96971
150.794 -8.90326 1.95933
150.794 -8.9033 1.94921
150.849 -8.90804 1.94144
150.871 -8.90999 1.94466
150.89 -8.91163 1.98755
150.913 -8.91364 1.99252
150.969 -8.91841 1.99292
151.023 -8.92315 1.939
151.037 -8.92436 1.98117
151.099 -8.92963 1.96193
151.142 -8.93334 1.95236
151.184 -8.93695 1.99449
151.201 -8.93845 1.99048
151.232 -8.94104 1.98266
151.236 -8.94145 1.99487
151.238 -8.94156 1.94899
151.318 -8.94843 1.99202
151.403 -8.9557 1.99135
151.441 -8.95889 1.99635
151.49 -8.96311 1.99671
151.531 -8.96654 1.99229
151.682 -8.97937 1.99809
151.695 -8.98042 1.99697
151.719 -8.98244 1.97107
151.729 -8.98328 1.99843
151.746 -8.98477 1.94588
151.766 -8.98643 1.9979
151.799 -8.9892 1.97784
151.907 -8.9983 1.99971
151.95 -9.00189 2.00002
151.957 -9.00246 2.00039
151.981 -9.00446 2.0007
152.004 -9.00636 1.97459
152.008 -9.00672 1.98858
152.036 -9.00909 1.99601
152.054 -9.01054 1.97986
152.114 -9.01559 2.0012
152.143 -9.01796 1.94991
152.153 -9.01885 2.00148
152.161 -9.01953 1.99693
152.202 -9.02287 1.99005
152.302 -9.03118 2.00255
152.326 -9.0332 1.97225
152.337 -9.03409 2.0028
152.37 -9.03681 1.95598
152.469 -9.04499 2.00375
152.5 -9.04754 2.00397
152.542 -9.05098 1.96484
152.592 -9.05508 1.95609
152.615 -9.05698 2.00479
152.635 -9.05859 1.97481
152.642 -9.05915 2.00498
152.657 -9.06038 2.00055
152.677 -9.062 1.96565
152.739 -9.06708 2.00567
152.753 -9.06818 1.95957
152.761 -9.06887 2.00583
152.779 -9.07037 2.00144
152.839 -9.07525 2.00639
152.857 -9.07665 2.00651
152.895 -9.07974 1.96794
152.916 -9.08146 2.00693
152.928 -9.08247 2.00702
152.968 -9.08569 2.0073
152.976 -9.08629 2.00735
152.976 -9.0863 1.99587
152.982 -9.08682 1.96024
152.996 -9.0879 2.00749
152.998 -9.08811 2.00751
153.029 -9.09062 1.96965
153.075 -9.09436 1.9879
153.084 -9.09507 1.98769
153.169 -9.10185 1.99731
153.262 -9.10936 2.00493
153.332 -9.11491 1.98989
153.339 -9.11548 1.99072
153.381 -9.11885 2.00579
153.731 -9.14658 1.9657
153.848 -9.1558 2.00913
153.876 -9.15803 1.98498
153.937 -9.16275 2.003
153.962 -9.16477 2.00995
154.128 -9.17764 2.00441
154.128 -9.17767 1.96956
154.188 -9.18234 1.98749
154.287 -9.18999 2.00183
154.29 -9.19021 1.9737
154.313 -9.19199 1.98016
154.357 -9.19538 1.99778
154.404 -9.19901 1.98488
154.411 -9.19951 2.01313
154.506 -9.20682 2.00435
154.52 -9.20791 2.0139
154.53 -9.20863 1.97634
154.614 -9.21505 1.99973
154.67 -9.21934 1.98318
154.676 -9.21983 1.97718
154.738 -9.22456 1.9885
154.886 -9.23574 2.00992
154.913 -9.23777 1.98022
154.947 -9.24031 2.0169
155.05 -9.2481 2.01762
155.074 -9.2499 2.01128
155.3 -9.26681 2.01337
155.441 -9.27722 1.99742
155.451 -9.27802 2.02041
155.478 -9.27997 2.01535
155.548 -9.28518 2.02108
155.639 -9.29184 2.0074
155.718 -9.2976 1.98461
155.755 -9.30033 1.99986
155.818 -9.30496 2.01659
155.895 -9.31054 2.00929
155.922 -9.31248 2.02364
156.002 -9.31833 2.01789
156.011 -9.31896 2.02425
156.031 -9.32043 2.00216
156.097 -9.3252 2.02219
156.105 -9.32572 1.99504
156.115 -9.32645 1.98827
156.228 -9.3346 1.99078
156.229 -9.33464 2.02362
156.343 -9.3428 2.00537
156.353 -9.34353 2.02658
156.429 -9.34894 1.99518
156.434 -9.34932 2.02713
156.465 -9.35154 1.99796
156.618 -9.36235 1.99411
156.654 -9.36489 2.02821
156.728 -9.37012 2.02295
156.734 -9.37058 2.02908
156.741 -9.37106 2.0292
156.803 -9.37536 1.99876
156.814 -9.37613 2.02968
156.907 -9.38264 2.02418
156.916 -9.38331 2.0167
156.951 -9.38574 2.03139
156.978 -9.38763 2.03167
157.016 -9.39025 2.00947
157.083 -9.39493 2.03148
157.146 -9.39926 2.03189
157.171 -9.40097 2.01852
157.332 -9.41207 2.01183
157.375 -9.41506 2.03341
157.427 -9.41862 2.03376
157.532 -9.42576 2.01733
157.608 -9.43093 2.02896
157.614 -9.43134 2.03498
157.656 -9.43413 2.03525
157.701 -9.43719 2.00243
157.78 -9.44254 2.03012
157.798 -9.44372 2.03618
157.814 -9.44485 2.02009
157.827 -9.44572 2.03637
157.915 -9.45159 2.00936
157.923 -9.45213 2.037
157.941 -9.45334 2.03711
157.989 -9.45655 2.03742
157.995 -9.45695 2.03746
158.096 -9.46368 2.00586
158.182 -9.46937 2.00706
158.183 -9.46941 2.0256
158.274 -9.47541 2.01243
158.279 -9.47577 2.01214
158.434 -9.48595 2.02733
158.452 -9.48713 2.03458
158.574 -9.49511 2.01021
158.598 -9.49664 2.02104
158.616 -9.4978 2.03566
158.634 -9.49899 2.01567
158.875 -9.51453 2.03023
158.915 -9.51708 2.02329
159.122 -9.53027 2.03253
159.252 -9.53849 2.03978
159.406 -9.54816 2.04076
159.431 -9.54977 2.03404
159.672 -9.56473 2.01901
159.678 -9.56512 2.03567
159.742 -9.56906 2.02298
159.999 -9.58478 2.0445
160.025 -9.58637 2.04076
160.043 -9.58749 2.02793
160.064 -9.58875 2.02216
160.109 -9.5915 2.02561
160.141 -9.59341 2.04538
160.149 -9.59392 2.02239
160.183 -9.59593 2.03203
160.228 -9.59868 2.04257
160.386 -9.60814 2.0308
160.499 -9.6149 2.03415
160.544 -9.61756 2.02533
160.654 -9.62404 2.04195
160.684 -9.6258 2.04872
160.812 -9.63336 2.0495
160.894 -9.63813 2.04346
160.943 -9.64097 2.04881
161.095 -9.6498 2.05011
161.297 -9.66139 2.05241
161.411 -9.66784 2.05308
161.584 -9.67764 2.03579
161.592 -9.67809 2.05431
161.621 -9.6797 2.03418
161.687 -9.68341 2.05509
161.71 -9.68472 2.04152
161.764 -9.6877 2.04235
161.83 -9.69138 2.05553
161.839 -9.69191 2.04927
161.926 -9.6967 2.05609
161.942 -9.69758 2.0572
161.954 -9.69824 2.03825
161.974 -9.69936 2.05746
162.007 -9.70114 2.03703
162.028 -9.70234 2.044
162.071 -9.70468 2.05065
162.079 -9.70512 2.04433
162.127 -9.70773 2.03663
162.272 -9.71566 2.05808
162.349 -9.71981 2.05851
162.523 -9.72916 2.03934
162.616 -9.7341 2.06002
162.672 -9.73708 2.06033
162.853 -9.74664 2.06134
162.888 -9.74844 2.06153
162.976 -9.75308 2.05593
162.979 -9.75323 2.06204
162.991 -9.75383 2.0621
163.197 -9.76448 2.05719
163.239 -9.76666 2.05309
163.335 -9.77156 2.05192
163.439 -9.77685 2.04768
163.524 -9.78118 2.05515
163.532 -9.78159 2.04779
163.647 -9.78735 2.05373
163.811 -9.79553 2.04994
163.908 -9.80036 2.05032
164.049 -9.80729 2.0619
164.111 -9.81032 2.04965
164.255 -9.81728 2.06301
164.509 -9.82945 2.0521
164.583 -9.83297 2.06252
164.825 -9.84433 2.06415
164.886 -9.84715 2.06065
165.041 -9.85432 2.06712
165.192 -9.86124 2.06229
165.227 -9.86284 2.06808
165.303 -9.86628 2.05854
165.385 -9.86997 2.05974
165.677 -9.88296 2.06058
165.687 -9.88337 2.06974
165.746 -9.88599 2.06192
165.873 -9.89152 2.07091
165.929 -9.89395 2.07156
166.092 -9.90098 2.07234
166.098 -9.90124 2.06134
166.403 -9.91414 2.06847
166.487 -9.91764 2.07466
166.496 -9.91799 2.06351
166.606 -9.92254 2.07537
166.69 -9.92603 2.07516
166.701 -9.92648 2.06992
166.825 -9.93152 2.07578
166.927 -9.93563 2.07725
166.967 -9.93726 2.07749
167.148 -9.94446 2.0699
167.175 -9.94554 2.06828
167.299 -9.9504 2.07792
167.4 -9.95435 2.07836
167.485 -9.95766 2.07171
167.55 -9.96014 2.07009
167.729 -9.96698 2.0798
167.792 -9.96935 2.08006
167.869 -9.97225 2.07532
167.962 -9.97568 2.08078
167.983 -9.97647 2.08087
168.081 -9.9801 2.07158
168.154 -9.98278 2.07656
168.476 -9.9944 2.07345
168.771 -10.0047 2.07818
169.05 -10.0143 2.07681
169.073 -10.0151 2.07961
169.257 -10.0212 2.08113
169.425 -10.0267 2.07837
169.522 -10.0299 2.08217
170.05 -10.0466 2.0803
170.18 -10.0506 2.08451
170.427 -10.058 2.08554
170.44 -10.0584 2.08185
170.525 -10.0609 2.08587
170.76 -10.0676 2.08669
170.921 -10.0722 2.08407
171.265 -10.0817 2.08884
171.295 -10.0825 2.08536
171.432 -10.0862 2.08946
171.615 -10.091 2.08949
171.805 -10.0958 2.09008
171.893 -10.0981 2.09111
171.952 -10.0995 2.09132
171.985 -10.1004 2.0874
172.365 -10.1096 2.08862
172.445 -10.1115 2.09196
172.571 -10.1144 2.09231
172.78 -10.1191 2.08998
172.919 -10.1222 2.09326
172.964 -10.1232 2.09338
173.148 -10.1271 2.09099
173.847 -10.1412 2.09282
174.204 -10.1479 2.0937
174.601 -10.1548 2.09449
174.957 -10.1605 2.09523
175.535 -10.169 2.09653
175.831 -10.173 2.09706
176.321 -10.179 2.09758
176.638 -10.1824 2.09802
176.754 -10.1836 2.09848
176.888 -10.185 2.09866
177.689 -10.1917 2.0992
177.856 -10.1929 2.09935
